source_number,source_path,candidate_term,normalized_candidate,candidate_is_manifest_term,confidence,caption,has_visible_text,has_watermark_or_logo,accept_for_flashcard,selection_score
1000212372,/home/ubuntu/upload/1000212372.jpg,footprints,footprints,True,high,"A colorful cartoon illustration of a winding path covered in many pairs of smiling, patterned footprints, surrounded by flowers, butterflies, and a sun.",False,False,True,335
1000212373,/home/ubuntu/upload/1000212373.jpg,neck,neck,True,high,"A cartoon illustration of a giraffe in a savanna, with an arrow pointing to its long neck and the word 'NECK' written next to it.",True,False,True,330
1000212374,/home/ubuntu/upload/1000212374.jpg,leaves,leaves,True,high,A collection of colorful cartoon leaves with happy faces and ladybugs.,False,False,True,335
1000212375,/home/ubuntu/upload/1000212375.jpg,offered,offered,True,high,A cartoon bear in a blue polka-dot vest offers a colorful gift box to a happy squirrel in a sunny meadow with other animals and a treehouse.,True,False,True,330
1000212376,/home/ubuntu/upload/1000212376.jpg,palm trees,palm trees,True,high,"A cheerful cartoon beach scene featuring three personified palm trees, a bright sun, and a hammock.",False,False,True,335
1000212377,/home/ubuntu/upload/1000212377.jpg,reason,reason,True,high,A cartoon character explains the concept of a reason by using 'why' and 'because' with various examples in a thought bubble.,True,False,True,330
1000212378,/home/ubuntu/upload/1000212378.jpg,fix,fix,True,high,A young boy uses a wrench to fix a toy truck at a table covered with tools.,False,False,True,335
1000212379,/home/ubuntu/upload/1000212379.jpg,notice,notice,True,high,"A cartoon notice board held by a bear and a rabbit, listing classroom or playground rules.",True,False,True,330
1000212380,/home/ubuntu/upload/1000212380.jpg,give,give,True,high,"A boy gives a wrapped gift to a girl in a sunny park setting, with the word 'GIVE' displayed above them.",True,False,True,330
1000212381,/home/ubuntu/upload/1000212381.jpg,knew,knew,True,high,"A student in a classroom raises her hand because she knew the answer to a math problem, as shown in her thought bubble.",True,False,True,330
1000212382,/home/ubuntu/upload/1000212382.jpg,fire station,fire station,True,high,"A colorful cartoon illustration of a fire station with fire trucks, firefighters, and a Dalmatian dog.",True,False,True,330
1000212383,/home/ubuntu/upload/1000212383.jpg,winner,winner,True,high,"A young girl joyfully crosses the finish line of a race, with banners declaring her the winner.",True,False,True,330
1000212384,/home/ubuntu/upload/1000212384.jpg,police officer,police officer,True,high,A cartoon police officer in a blue uniform stands in front of a police station and a playground.,True,False,True,330
1000212385,/home/ubuntu/upload/1000212385.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 72),False,False,False,0
1000212386,/home/ubuntu/upload/1000212386.jpg,know,know,True,high,"Four children are shown learning and studying in a classroom or library setting. The word 'KNOW' is written in large colorful letters in the center, and one girl says 'I KNOW!'.",True,False,True,330
1000212387,/home/ubuntu/upload/1000212387.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 73),False,False,False,0
1000212388,/home/ubuntu/upload/1000212388.jpg,plant,plant,True,high,"A cute cartoon plant with a smiling face sits in a colorful pot on a wooden shelf, surrounded by books and paintbrushes.",True,False,True,330
1000212389,/home/ubuntu/upload/1000212389.jpg,post office,post office,True,high,A cheerful cartoon illustration of a neighborhood post office with children sending letters and a postman greeting them.,True,False,True,330
1000212390,/home/ubuntu/upload/1000212390.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 70),False,False,False,0
1000212391,/home/ubuntu/upload/1000212391.jpg,help,help,True,high,"A colorful cartoon illustration showing various people and children assisting one another in a park setting, with the word 'HELP!' displayed prominently at the top.",True,False,True,330
1000212392,/home/ubuntu/upload/1000212392.jpg,hear,hear,True,high,"A cartoon illustration of children in a park discovering sounds, featuring a girl cupping her ear to listen and the text 'I HEAR WITH MY EARS!'",True,False,True,330
1000212393,/home/ubuntu/upload/1000212393.jpg,get dressed,get dressed,True,high,"A young girl is getting dressed in her bedroom, putting on a colorful striped shirt.",False,False,True,335
1000212394,/home/ubuntu/upload/1000212394.jpg,ladder,ladder,True,high,A girl climbs a colorful ladder leaning against a tree in a sunny park with a treehouse and a swing.,True,False,True,330
1000212395,/home/ubuntu/upload/1000212395.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 1 column 63 (char 62),False,False,False,0
1000212396,/home/ubuntu/upload/1000212396.jpg,noticed,noticed,True,high,A young girl in a garden points at a colorful caterpillar she has just noticed on a leaf.,True,False,True,330
1000212397,/home/ubuntu/upload/1000212397.jpg,for free,for free,True,high,A woman at a park stall giving away toys and books to children for free.,True,False,True,330
1000212398,/home/ubuntu/upload/1000212398.jpg,expensive,expensive,True,high,A girl in a toy store points to a treasure chest filled with gems and gold while holding a tag that says 'EXPENSIVE!'.,True,False,True,330
1000212399,/home/ubuntu/upload/1000212399.jpg,especially,especially,True,high,"A group of children in an art room admire a colorful painting of a cat and a rainbow, while the word 'ESPECIALLY' is featured prominently.",True,False,True,330
1000212400,/home/ubuntu/upload/1000212400.jpg,leave,leave,True,high,A young girl with a backpack waves goodbye to her family as she leaves her home to go on an adventure.,True,False,True,330
1000212401,/home/ubuntu/upload/1000212401.jpg,origami,origami,True,high,"A colorful cartoon illustration of various animals such as a lion, elephant, and giraffe styled as folded paper figures with the text 'ORIGAMI PAPER ANIMALS'.",True,False,True,330
1000212402,/home/ubuntu/upload/1000212402.jpg,forest park,forest park,True,high,"A vibrant cartoon illustration of a forest park featuring a playground, a picnic area, a pond, a carousel, and various forest animals with children playing.",True,False,True,330
1000212403,/home/ubuntu/upload/1000212403.jpg,It's fun to,it s fun to,True,high,"A colorful cartoon illustration showing children enjoying various activities like cycling, flying a kite, jumping in leaves, painting, and playing in a sandbox, with the text 'IT'S FUN TO' at the top.",True,False,True,330
1000212404,/home/ubuntu/upload/1000212404.jpg,first time,first time,True,high,"A collage of four cartoon scenes depicting a child's first time experiences, including a bike ride, losing a tooth, the first day of school, and a swimming lesson.",True,False,True,330
1000212405,/home/ubuntu/upload/1000212405.jpg,engineer,engineer,True,high,"A young girl wearing a hard hat and a vest labeled 'ENGINEER' works in a workshop filled with tools, gears, and machines.",True,False,True,330
1000212406,/home/ubuntu/upload/1000212406.jpg,exciting,exciting,True,high,"A vibrant and colorful playground scene with children playing, featuring a treehouse labeled 'EXCITING ADVENTURE!'",True,False,True,330
1000212407,/home/ubuntu/upload/1000212407.jpg,enter,enter,True,high,"Two happy children with backpacks are running towards a colorful archway that says 'WELCOME! ENTER' in a bright, sunny park setting.",True,False,True,330
1000212408,/home/ubuntu/upload/1000212408.jpg,healthy,healthy,True,high,Children are exercising and eating fresh food in a park to stay healthy.,True,False,True,330
1000212409,/home/ubuntu/upload/1000212409.jpg,make friends,make friends,True,high,"Children playing together in a playground, with two children shaking hands and the text 'MAKE FRIENDS!' above them.",True,False,True,330
1000212410,/home/ubuntu/upload/1000212410.jpg,Nubia,nubia,True,high,"A colorful cartoon illustration of a Nubian village by the Nile River, with brightly decorated houses and people in traditional dress, titled 'NUBIA'.",True,False,True,330
1000212411,/home/ubuntu/upload/1000212411.jpg,wild animals,wild animals,True,high,"A group of cartoon wild animals including a bear, fox, rabbit, and deer walking together in a sunny forest.",False,False,True,335
1000212412,/home/ubuntu/upload/1000212412.jpg,mistakes,mistakes,True,high,"A four-panel cartoon illustration showing children making small errors like spilling juice and putting shoes on the wrong feet, with the text 'MISTAKES ARE OKAY!'.",True,False,True,330
1000212413,/home/ubuntu/upload/1000212413.jpg,fur,fur,True,high,"A colorful cartoon illustration of several furry animals and a monster in a meadow, with the word 'FUR' written in large, textured letters above them.",True,False,True,330
1000212414,/home/ubuntu/upload/1000212414.jpg,grow,grow,True,high,"A cartoon illustration showing children planting and watering plants, with the word 'GROW!' prominently displayed.",True,False,True,330
1000212415,/home/ubuntu/upload/1000212415.jpg,neighbors,neighbors,True,high,A friendly scene showing people waving to each other from their adjacent houses in a neighborhood.,True,False,True,330
1000212416,/home/ubuntu/upload/1000212416.jpg,Nile River,nile river,True,high,"A colorful cartoon illustration of the Nile River in Egypt, featuring a sailboat, children, wild animals like an elephant and giraffe, and the pyramids in the background.",True,False,True,330
1000212417,/home/ubuntu/upload/1000212417.jpg,olive oil,olive oil,True,high,A cartoon illustration of a friendly olive oil bottle surrounded by dancing olives in a sunny olive grove.,True,False,True,330
1000212418,/home/ubuntu/upload/1000212418.jpg,in bright colors,in bright colors,True,high,"A vibrant cartoon scene featuring children playing outdoors, with the phrase 'in bright colors' prominently displayed in the center.",True,False,True,330
1000212419,/home/ubuntu/upload/1000212419.jpg,letter,letter,True,high,"A cheerful cartoon illustration of an anthropomorphic letter character carrying mail in a neighborhood, with the word 'LETTER' displayed at the top.",True,False,True,330
1000212420,/home/ubuntu/upload/1000212420.jpg,library,library,True,high,"A vibrant cartoon illustration of a children's library filled with books, reading areas, and children enjoying stories.",True,False,True,330
1000212421,/home/ubuntu/upload/1000212421.jpg,neighborhood,neighborhood,True,high,"A colorful cartoon illustration of a friendly neighborhood with houses, a playground, a library, a cafe, and people engaging in various activities.",True,False,True,330
1000212422,/home/ubuntu/upload/1000212422.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 69),False,False,False,0
1000212423,/home/ubuntu/upload/1000212423.jpg,neighbors,neighbors,True,high,"A cheerful cartoon illustration showing families and children interacting outside their colorful houses, with the word 'NEIGHBORS' displayed at the top.",True,False,True,330
1000212424,/home/ubuntu/upload/1000212424.jpg,including,including,True,high,"A colorful cartoon illustration of children playing together in a park, with a large banner that reads 'INCLUDING' and 'EVERYONE IS WELCOME!'.",True,False,True,330
1000212425,/home/ubuntu/upload/1000212425.jpg,habitats,habitats,True,high,"A colorful cartoon illustration showing children exploring four different environments: a forest, a desert, an ocean, and a polar region, with the title 'EXPLORING HABITATS!'.",True,False,True,330
1000212426,/home/ubuntu/upload/1000212426.jpg,Khan Al-Khalili Bazaar,khan al khalili bazaar,True,high,"A vibrant cartoon illustration of the Khan Al-Khalili Bazaar, showing a busy market street with stalls selling spices and lanterns, and people in traditional attire.",True,False,True,330
1000212427,/home/ubuntu/upload/1000212427.jpg,facts,facts,True,high,"A colorful cartoon illustration titled 'COOL FACTS FOR CURIOUS KIDS!' featuring children, animals, and various scientific facts about the sun, earth, rain, dinosaurs, reading, and bees.",True,False,True,330
1000212428,/home/ubuntu/upload/1000212428.jpg,Pyramids,pyramids,True,high,A colorful cartoon illustration of a boat sailing on the Nile River with the Pyramids of Giza and the Sphinx in the background.,False,False,True,335
1000212429,/home/ubuntu/upload/1000212429.jpg,,,False,low,classification error (ValueError): No JSON object in model response,False,False,False,0
1000212430,/home/ubuntu/upload/1000212430.jpg,price,price,True,high,A cartoon image of a teddy bear in a toy shop with a large price tag showing $12.99.,True,False,True,330
1000212431,/home/ubuntu/upload/1000212431.jpg,pants,pants,True,high,A pair of colorful children's pants with animal patterns hanging on a wooden hanger in a nursery or playroom.,True,False,True,330
1000212432,/home/ubuntu/upload/1000212432.jpg,hungry,hungry,True,high,"A cartoon boy with a rumbling stomach thinks about pizza, a burger, and ice cream.",True,False,True,330
1000212433,/home/ubuntu/upload/1000212433.jpg,endangered,endangered,True,high,A cartoon panda holding a sign that says 'NO HUNTING PROTECT ME' in a bamboo forest to represent the word endangered.,True,False,True,330
1000212434,/home/ubuntu/upload/1000212434.jpg,hero,hero,True,high,A young boy dressed in a superhero costume with a large 'H' on his chest flies over a town while people cheer.,True,False,True,330
1000212435,/home/ubuntu/upload/1000212435.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 70),False,False,False,0
1000212436,/home/ubuntu/upload/1000212436.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 70),False,False,False,0
1000212437,/home/ubuntu/upload/1000212437.jpg,paint,paint,True,high,"A young boy happily painting on a canvas at an easel, with the word PAINT written in colorful letters.",True,False,True,330
1000212438,/home/ubuntu/upload/1000212438.jpg,fewer,fewer,True,high,"A cartoon illustration of a girl with two apples and a boy with a basket of seven apples, comparing quantities to demonstrate the word 'fewer'.",True,False,True,330
1000212439,/home/ubuntu/upload/1000212439.jpg,north,north,True,high,"A snowy landscape with animals and people, featuring a large arrow pointing towards the word 'NORTH'.",True,False,True,330
1000212440,/home/ubuntu/upload/1000212440.jpg,high,high,True,high,"A cartoon illustration of a bear, fox, and rabbit in a colorful hot air balloon flying high in the sky, with the word 'HIGH' written in large, colorful letters above it.",True,False,True,330
1000212441,/home/ubuntu/upload/1000212441.jpg,gentle,gentle,True,high,"A kind girl gently holds a small deer in a peaceful meadow with a rabbit and a squirrel, under the word GENTLE.",True,False,True,330
1000212442,/home/ubuntu/upload/1000212442.jpg,monkey,monkey,True,high,"A cute cartoon monkey sitting on a tree branch in a lush jungle, holding a banana and waving.",False,False,True,335
1000212443,/home/ubuntu/upload/1000212443.jpg,What a beautiful day!,what a beautiful day,True,high,"A cheerful cartoon scene featuring a smiling sun, personified alarm clock, backpack, car, and water bottle in a sunny park with a playground.",False,False,True,335
1000212444,/home/ubuntu/upload/1000212444.jpg,followed,followed,True,high,"A group of happy cartoon animals, including a bear, rabbit, squirrel, fox, and duck, are walking in a line along a path, following the bear. The word 'FOLLOWED' is written in colorful letters above them.",True,False,True,330
1000212445,/home/ubuntu/upload/1000212445.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 1 column 61 (char 60),False,False,False,0
1000212446,/home/ubuntu/upload/1000212446.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 71),False,False,False,0
1000212447,/home/ubuntu/upload/1000212447.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 1 column 65 (char 64),False,False,False,0
1000212448,/home/ubuntu/upload/1000212448.jpg,light,light,True,high,"A cheerful cartoon scene showing a bright sun character emitting light, with various animals like a fox, rabbit, and owl in a forest setting, and the word 'LIGHT' written at the top.",True,False,True,330
1000212449,/home/ubuntu/upload/1000212449.jpg,costume,costume,True,high,A boy dressed in a wizard costume performs a show for his friends who are also wearing simple costumes like a mask and an eye patch.,True,False,True,330
1000212450,/home/ubuntu/upload/1000212450.jpg,monastery,monastery,True,high,A cartoon illustration of a building labeled 'The Joyful Monastery' with children and monks in a scenic landscape.,True,False,True,330
1000212451,/home/ubuntu/upload/1000212451.jpg,home,home,True,high,A happy family standing in front of their cozy house with a sign that says 'Home Sweet Home'.,True,False,True,330
1000212452,/home/ubuntu/upload/1000212452.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 72),False,False,False,0
1000212453,/home/ubuntu/upload/1000212453.jpg,winner,winner,True,high,A happy girl holding a large gold medal that says 'WINNER! GREAT JOB!' in a playground setting.,True,False,True,330
1000212454,/home/ubuntu/upload/1000212454.jpg,neighborhood,neighborhood,True,high,"A vibrant cartoon illustration of a friendly neighborhood street featuring local shops, a community garden, and residents engaged in various activities.",True,False,True,330
1000212455,/home/ubuntu/upload/1000212455.jpg,local food,local food,True,high,"A cheerful cartoon scene showing a local food market with fresh produce, farm animals, and children enjoying healthy snacks.",True,False,True,330
1000212456,/home/ubuntu/upload/1000212456.jpg,felt,felt,True,high,"A colorful cartoon scene made of felt fabric featuring a bear, a bird, and the word 'FELT'.",True,False,True,330
1000212457,/home/ubuntu/upload/1000212457.jpg,faded,faded,True,high,"A young girl sits in a vibrant playroom filled with toys, holding a teddy bear, while a banner behind her displays the word 'FADED'.",True,False,True,330
1000212458,/home/ubuntu/upload/1000212458.jpg,greedy,greedy,True,high,"A cartoon green dragon sitting in a room full of gold coins, gems, toys, and sweets, clutching a pile of treats to its chest.",False,False,True,335
1000212459,/home/ubuntu/upload/1000212459.jpg,loud,loud,True,high,A colorful cartoon monster playing drums and shouting through a megaphone with the word 'LOUD!' in large letters.,True,False,True,330
1000212460,/home/ubuntu/upload/1000212460.jpg,for special events,for special events,True,high,"A group of children celebrating at an outdoor party with balloons, a cake, and a banner that reads ""FOR SPECIAL EVENTS"".",True,False,True,330
1000212461,/home/ubuntu/upload/1000212461.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 72),False,False,False,0
1000212462,/home/ubuntu/upload/1000212462.jpg,lives,lives,True,high,A colorful cartoon illustration of two children and animals in a whimsical landscape with a large sign reading 'LIVES'.,True,False,True,330
1000212463,/home/ubuntu/upload/1000212463.jpg,fluffy tail,fluffy tail,True,high,"A cartoon fox walking through a forest, showcasing its large, bushy tail, with the words 'FLUFFY TAIL' written at the bottom.",True,False,True,330
1000212464,/home/ubuntu/upload/1000212464.jpg,dirty,dirty,True,high,A boy covered in mud while playing in a playground.,False,False,True,335
1000212465,/home/ubuntu/upload/1000212465.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 68),False,False,False,0
1000212466,/home/ubuntu/upload/1000212466.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 1 column 62 (char 61),False,False,False,0
1000212467,/home/ubuntu/upload/1000212467.jpg,museum,museum,True,high,A colorful cartoon illustration of a children's museum with families and kids visiting.,True,False,True,330
1000212468,/home/ubuntu/upload/1000212468.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 1 column 71 (char 70),False,False,False,0
1000212469,/home/ubuntu/upload/1000212469.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 69),False,False,False,0
1000212470,/home/ubuntu/upload/1000212470.jpg,let,let,True,high,"A cartoon rabbit named Rosie opens a garden gate to let a dog named Barnaby run and play, illustrating the meaning of the word 'let'.",True,False,True,330
1000212471,/home/ubuntu/upload/1000212471.jpg,loud noise,loud noise,True,high,"A group of children and a dog are making a loud noise in a playroom with various musical instruments, with the words 'LOUD NOISE!' displayed prominently above them.",True,False,True,330
1000212472,/home/ubuntu/upload/1000212472.jpg,final,final,True,high,A group of children and animals celebrate at a finish line with a trophy and a banner that says 'The Final!'.,True,False,True,330
1000212473,/home/ubuntu/upload/1000212473.jpg,art,art,True,high,A young girl proudly presents her drawing to her classmates in a classroom decorated with banners for 'Art Day'.,True,False,True,330
1000212474,/home/ubuntu/upload/1000212474.jpg,history,history,True,high,"A colorful cartoon illustration showing various historical periods and figures, with the word 'HISTORY' written at the top.",True,False,True,330
1000212475,/home/ubuntu/upload/1000212475.jpg,Nubia,nubia,True,high,"A colorful cartoon illustration of a scene in Nubia, featuring the Nile River, pyramids, and people in traditional dress, with the word 'NUBIA' prominently displayed at the top.",True,False,True,330
1000212476,/home/ubuntu/upload/1000212476.jpg,known for,known for,True,high,"A teacher and her students explore what they are known for, featuring examples like art, music, speed, and storytelling.",True,False,True,330
1000212477,/home/ubuntu/upload/1000212477.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 69),False,False,False,0
1000212478,/home/ubuntu/upload/1000212478.jpg,doctor,doctor,True,high,A friendly doctor wearing scrubs and a stethoscope greets a young boy in a medical clinic.,True,False,True,330
1000212479,/home/ubuntu/upload/1000212479.jpg,invited,invited,True,high,A birthday invitation card with the text 'YOU'RE INVITED!' held by a hand in front of a group of happy children and party decorations.,True,False,True,330
1000212480,/home/ubuntu/upload/1000212480.jpg,excellent,excellent,True,high,A student holds up a certificate that says 'Excellent Work' in front of her teacher and classmates in a classroom setting.,True,False,True,330
1000212481,/home/ubuntu/upload/1000212481.jpg,letters,letters,True,high,A colorful educational poster displaying the alphabet from A to Z with various animals and objects.,True,False,True,330
1000212482,/home/ubuntu/upload/1000212482.jpg,neck,neck,True,high,"A cartoon boy in a park pointing to his neck, with the word 'NECK' written above him.",True,False,True,330
1000212483,/home/ubuntu/upload/1000212483.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 77),False,False,False,0
1000212484,/home/ubuntu/upload/1000212484.jpg,everywhere,everywhere,True,high,"A colorful cartoon illustration showing various landscapes and activities like a city, farm, mountains, and beach, with a plane pulling a banner that says 'EVERYWHERE'.",True,False,True,330
1000212485,/home/ubuntu/upload/1000212485.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 1 column 66 (char 65),False,False,False,0
1000212486,/home/ubuntu/upload/1000212486.jpg,learn about,learn about,True,high,"A group of children are engaged in various educational activities such as looking at a globe, using a telescope, and reading books, under the large text 'LEARN ABOUT'.",True,False,True,330
1000212487,/home/ubuntu/upload/1000212487.jpg,playground,playground,True,high,"A colorful cartoon illustration of children playing on various equipment at a playground, including slides and swings.",False,False,True,335
1000212488,/home/ubuntu/upload/1000212488.jpg,forest guide,forest guide,True,high,"A woman in a green uniform and hat leads two children on a forest trail, surrounded by various wild animals.",True,False,True,330
1000212489,/home/ubuntu/upload/1000212489.jpg,grew,grew,True,high,"A colorful cartoon illustration showing the growth stages of a sunflower from a seed to a tall plant, with the word 'GREW' prominently displayed.",True,False,True,330
1000212490,/home/ubuntu/upload/1000212490.jpg,oxygen tank,oxygen tank,True,high,A cute cartoon oxygen tank character underwater surrounded by coral and sea life.,True,False,True,330
1000212491,/home/ubuntu/upload/1000212491.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 1 column 63 (char 62),False,False,False,0
1000212492,/home/ubuntu/upload/1000212492.jpg,enjoy,enjoy,True,high,"A group of children having fun and playing on a playground, with the word 'ENJOY' written in colorful letters above them.",True,False,True,330
1000212493,/home/ubuntu/upload/1000212493.jpg,hero,hero,True,high,"A superhero character named Captain Kindheart is celebrated by a crowd of children in a park, with signs identifying him as 'OUR HERO!' and 'POPULAR!'.",True,False,True,330
1000212494,/home/ubuntu/upload/1000212494.jpg,giraffe,giraffe,True,high,"A colorful cartoon illustration of a giraffe standing in a sunny landscape with other wild animals like an elephant, monkey, and zebra.",False,False,True,335
1000212495,/home/ubuntu/upload/1000212495.jpg,instead of,instead of,True,high,"A cartoon illustration showing a boy choosing fresh fruit instead of sweets and candy, with the text 'INSTEAD OF' displayed prominently at the top.",True,False,True,330
1000212496,/home/ubuntu/upload/1000212496.jpg,What a beautiful day!,what a beautiful day,True,high,"A happy boy and girl are driving a red car on a road through a beautiful countryside with a rainbow, a smiling sun, and various animals.",True,False,True,330
1000212497,/home/ubuntu/upload/1000212497.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 70),False,False,False,0
1000212498,/home/ubuntu/upload/1000212498.jpg,Pyramids,pyramids,True,high,"A colorful cartoon illustration of the three Giza Pyramids with smiling faces, set in a desert landscape with people, camels, and palm trees.",False,False,True,335
1000212499,/home/ubuntu/upload/1000212499.jpg,community park,community park,True,high,"A vibrant cartoon illustration of children and animals enjoying a sunny day in a community park with a stream, flowers, and a playground.",False,False,True,335
1000212500,/home/ubuntu/upload/1000212500.jpg,heavy,heavy,True,high,"A cartoon bear carrying a large, heavy load of goods on its back while walking through a forest.",True,False,True,330
1000212501,/home/ubuntu/upload/1000212501.jpg,forever,forever,True,high,"Three children run happily along a colorful infinity-shaped path that transitions from day to night, with the word 'FOREVER!' written in large letters above them.",True,False,True,330
1000212502,/home/ubuntu/upload/1000212502.jpg,orange juice,orange juice,True,high,A cartoon orange character stands next to a glass of orange juice with a straw and an orange slice on a kitchen counter.,True,False,True,330
1000212503,/home/ubuntu/upload/1000212503.jpg,offer,offer,True,high,"A girl offers a gift to a boy in a park, with the word 'OFFER!' displayed in a speech bubble.",True,False,True,330
1000212504,/home/ubuntu/upload/1000212504.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 1 column 67 (char 66),False,False,False,0
1000212505,/home/ubuntu/upload/1000212505.jpg,energy,energy,True,high,"A vibrant illustration of children playing in a park near a school, featuring a wind turbine, solar panels, and a glowing star character, with the text 'ENERGY IS EVERYWHERE!'.",True,False,True,330
1000212506,/home/ubuntu/upload/1000212506.jpg,care for = take care of,care for take care of,True,high,"A colorful illustration showing children caring for their pets by feeding them, walking them on a leash, and being gentle with them.",True,False,True,330
1000212507,/home/ubuntu/upload/1000212507.jpg,,,False,low,classification error (JSONDecodeError): Unterminated string starting at: line 4 column 14 (char 72),False,False,False,0
