image_path,relative_path,image_name,normalized_filename,width,height,format,sha1,duplicate_in_new_batch
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Chef_spreading_jam_on_bread_202608212034.jpeg,New folder (3)/Chef_spreading_jam_on_bread_202608212034.jpeg,Chef_spreading_jam_on_bread_202608212034.jpeg,chef spreading jam on bread,1376,768,JPEG,d8cf47c8c25232cba1b5204dd41142a59ce6fea9,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Child_bowing_to_elder_202608212033.jpeg,New folder (3)/Child_bowing_to_elder_202608212033.jpeg,Child_bowing_to_elder_202608212033.jpeg,child bowing to elder,1376,768,JPEG,0ae2cca751e654596e01a0646454d88153b26a5a,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Green_plant_growing_in_soil_202608212034.jpeg,New folder (3)/Green_plant_growing_in_soil_202608212034.jpeg,Green_plant_growing_in_soil_202608212034.jpeg,green plant growing in soil,1376,768,JPEG,447ed63dcccca1c371623e8152a897491b12b5d0,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Green_plant_growing_towards_sun_202608212033.jpeg,New folder (3)/Green_plant_growing_towards_sun_202608212033.jpeg,Green_plant_growing_towards_sun_202608212033.jpeg,green plant growing towards sun,1376,768,JPEG,da6df776a78c290392d4f72670580fc571b683d1,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Green_plants_growing_in_soil_202608212034.jpeg,New folder (3)/Green_plants_growing_in_soil_202608212034.jpeg,Green_plants_growing_in_soil_202608212034.jpeg,green plants growing in soil,1376,768,JPEG,612d5a476ae537dee97639104974be5296e92595,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Grilled_corn_and_vegetables_202608212033.jpeg,New folder (3)/Grilled_corn_and_vegetables_202608212033.jpeg,Grilled_corn_and_vegetables_202608212033.jpeg,grilled corn and vegetables,1376,768,JPEG,c183b3d2cfef79b00b8b957fe15dbb37a5c1dbaa,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Hammer_striking_golden_bell_202608212034.jpeg,New folder (3)/Hammer_striking_golden_bell_202608212034.jpeg,Hammer_striking_golden_bell_202608212034.jpeg,hammer striking golden bell,1376,768,JPEG,22362caabce32f7dc4c620ec35aad983e3f13408,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Hammer_striking_metal_bell_202608212034.jpeg,New folder (3)/Hammer_striking_metal_bell_202608212034.jpeg,Hammer_striking_metal_bell_202608212034.jpeg,hammer striking metal bell,1376,768,JPEG,b48aade8a32ab699ce735dbce388adee6e583096,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Hand_adding_salt_to_salad_202608212033.jpeg,New folder (3)/Hand_adding_salt_to_salad_202608212033.jpeg,Hand_adding_salt_to_salad_202608212033.jpeg,hand adding salt to salad,1376,768,JPEG,8d93aaf4ab547e8667384037512d267178401c4b,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Hand_cutting_yellow_bell_pepper_202608212033.jpeg,New folder (3)/Hand_cutting_yellow_bell_pepper_202608212033.jpeg,Hand_cutting_yellow_bell_pepper_202608212033.jpeg,hand cutting yellow bell pepper,1376,768,JPEG,d4143b3b92e21542c127933f28940fcaaa446985,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Hand_pushing_domino_piece_202608212033.jpeg,New folder (3)/Hand_pushing_domino_piece_202608212033.jpeg,Hand_pushing_domino_piece_202608212033.jpeg,hand pushing domino piece,1376,768,JPEG,6377a53e2c0f3f20276c9fb89b3ab6780ace4bee,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Hand_replacing_broken_toy_202608212033.jpeg,New folder (3)/Hand_replacing_broken_toy_202608212033.jpeg,Hand_replacing_broken_toy_202608212033.jpeg,hand replacing broken toy,1376,768,JPEG,514a2601472779f2f1be4d17515404dbe8c29024,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Hand_showing_fist_shape_202608212033.jpeg,New folder (3)/Hand_showing_fist_shape_202608212033.jpeg,Hand_showing_fist_shape_202608212033.jpeg,hand showing fist shape,1376,768,JPEG,94f8d368b157c4a4cc92a3094867e58287c08600,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Steel_beams_building_tall_structure_202608212032.jpeg,New folder (3)/Steel_beams_building_tall_structure_202608212032.jpeg,Steel_beams_building_tall_structure_202608212032.jpeg,steel beams building tall structure,1376,768,JPEG,680360e40e9a40faa8bf2238e4d6c33f20a1a416,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Stethoscope_illustration_202608212033.jpeg,New folder (3)/Stethoscope_illustration_202608212033.jpeg,Stethoscope_illustration_202608212033.jpeg,stethoscope illustration,1376,768,JPEG,4e8fca29d4719e98244f95d77ee5f236c8f93346,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Stone_basin_filled_with_water_202608212034.jpeg,New folder (3)/Stone_basin_filled_with_water_202608212034.jpeg,Stone_basin_filled_with_water_202608212034.jpeg,stone basin filled with water,1376,768,JPEG,af435cc9f66311b1f139611f51709dfca7bf0beb,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Stone_basin_with_water_202608212034.jpeg,New folder (3)/Stone_basin_with_water_202608212034.jpeg,Stone_basin_with_water_202608212034.jpeg,stone basin with water,1376,768,JPEG,77fa136d424e5d6cee31d8a476830a410fec0916,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Stressed_cartoon_character_among…_202608212033.jpeg,New folder (3)/Stressed_cartoon_character_among…_202608212033.jpeg,Stressed_cartoon_character_among…_202608212033.jpeg,stressed cartoon character among,1376,768,JPEG,7908a806074212713675cfe15b596cda7e9919ba,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Sun_moving_across_sky_202608212033.jpeg,New folder (3)/Sun_moving_across_sky_202608212033.jpeg,Sun_moving_across_sky_202608212033.jpeg,sun moving across sky,1376,768,JPEG,e7a572273f3868628dcf42a5e9d4dfd470bf2af5,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Sun_shining_over_meadow_202608212032.jpeg,New folder (3)/Sun_shining_over_meadow_202608212032.jpeg,Sun_shining_over_meadow_202608212032.jpeg,sun shining over meadow,1376,768,JPEG,c5f3999a17fac9fd706fb62ced06f7e49392e3e8,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Supermarket_shelf_with_products_202608212034.jpeg,New folder (3)/Supermarket_shelf_with_products_202608212034.jpeg,Supermarket_shelf_with_products_202608212034.jpeg,supermarket shelf with products,1376,768,JPEG,5276316306d61935164a952cd437e3623d56d5f2,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Teacher_giving_advice_to_student_202608212034.jpeg,New folder (3)/Teacher_giving_advice_to_student_202608212034.jpeg,Teacher_giving_advice_to_student_202608212034.jpeg,teacher giving advice to student,1376,768,JPEG,fd625224f822bc1609628df4d67d7a86146fb1bd,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Teacher_grading_student_homework…_202608212032.jpeg,New folder (3)/Teacher_grading_student_homework…_202608212032.jpeg,Teacher_grading_student_homework…_202608212032.jpeg,teacher grading student homework,1376,768,JPEG,d8b4df3da4de82b1f1759d752c4f6ebf2633b742,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Thick_book_and_thin_pencil_202608212034.jpeg,New folder (3)/Thick_book_and_thin_pencil_202608212034.jpeg,Thick_book_and_thin_pencil_202608212034.jpeg,thick book and thin pencil,1376,768,JPEG,0603c04857f09de0014bcaa61f469ed3d778c3ad,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Thick_cartoon_book_and_pencil_202608212034.jpeg,New folder (3)/Thick_cartoon_book_and_pencil_202608212034.jpeg,Thick_cartoon_book_and_pencil_202608212034.jpeg,thick cartoon book and pencil,1376,768,JPEG,e85459f53999039300310e5b9b39be4357f49f01,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Thunderstorm_over_forest_202608212034.jpeg,New folder (3)/Thunderstorm_over_forest_202608212034.jpeg,Thunderstorm_over_forest_202608212034.jpeg,thunderstorm over forest,1376,768,JPEG,6ed14442c7b54843b13e5d75e6314b499ce33c27,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Tomato_slices_arranged_on_plate_202608212033.jpeg,New folder (3)/Tomato_slices_arranged_on_plate_202608212033.jpeg,Tomato_slices_arranged_on_plate_202608212033.jpeg,tomato slices arranged on plate,1376,768,JPEG,ff2d29caa506650cbc3396f3a2803e6c10eed5e4,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Toothpaste_and_toothbrush_illust…_202608212033.jpeg,New folder (3)/Toothpaste_and_toothbrush_illust…_202608212033.jpeg,Toothpaste_and_toothbrush_illust…_202608212033.jpeg,toothpaste and toothbrush illust,1376,768,JPEG,8ccb3c0e9f6d3f1cedf107ca7dfe600da16c5ea8,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Toy_car_track_with_cars_202608212032.jpeg,New folder (3)/Toy_car_track_with_cars_202608212032.jpeg,Toy_car_track_with_cars_202608212032.jpeg,toy car track with cars,1376,768,JPEG,efc0ba5a4e6b929434b823d7dead989951eea3f4,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Tray_with_water_and_medicine_202608212033.jpeg,New folder (3)/Tray_with_water_and_medicine_202608212033.jpeg,Tray_with_water_and_medicine_202608212033.jpeg,tray with water and medicine,1376,768,JPEG,dab97c5a3fe81e04faf240e88c3ae0721f1e9a3c,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Treasure_chest_with_gold_coins_202608212032.jpeg,New folder (3)/Treasure_chest_with_gold_coins_202608212032.jpeg,Treasure_chest_with_gold_coins_202608212032.jpeg,treasure chest with gold coins,1376,768,JPEG,abee16599b24f4029b7be48b901340a86642b4d9,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Tree_shading_park_bench_202608212034.jpeg,New folder (3)/Tree_shading_park_bench_202608212034.jpeg,Tree_shading_park_bench_202608212034.jpeg,tree shading park bench,1376,768,JPEG,711344e5f715859a314d3dc75d04c20ad7131b8e,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Trees_burning_in_forest_wildfire_202608212034.jpeg,New folder (3)/Trees_burning_in_forest_wildfire_202608212034.jpeg,Trees_burning_in_forest_wildfire_202608212034.jpeg,trees burning in forest wildfire,1376,768,JPEG,bed2dcf5ae14cd24f986c07207609a91867c7ce7,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Two_cartoon_children_waving_202608212032.jpeg,New folder (3)/Two_cartoon_children_waving_202608212032.jpeg,Two_cartoon_children_waving_202608212032.jpeg,two cartoon children waving,1376,768,JPEG,080b9e2e198b7fbd7b499cb3ff4dc42cef69c366,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (3)/Umbrella_protecting_children_fro…_202608212033.jpeg,New folder (3)/Umbrella_protecting_children_fro…_202608212033.jpeg,Umbrella_protecting_children_fro…_202608212033.jpeg,umbrella protecting children fro,1376,768,JPEG,7d699cb1773776e5bce9027b75502118c0e96d1c,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_bringing_apples_inside_202608212034.jpeg,New folder (4)/Child_bringing_apples_inside_202608212034.jpeg,Child_bringing_apples_inside_202608212034.jpeg,child bringing apples inside,1376,768,JPEG,ffd371b8a1b0855afd7efe4d763adc7f9c7bb1ad,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_carrying_box_up_stairs_202608212034.jpeg,New folder (4)/Child_carrying_box_up_stairs_202608212034.jpeg,Child_carrying_box_up_stairs_202608212034.jpeg,child carrying box up stairs,1376,768,JPEG,10b1155874ee9c5c13908183fdff11258e509c04,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_carrying_fruit_basket_202608212032.jpeg,New folder (4)/Child_carrying_fruit_basket_202608212032.jpeg,Child_carrying_fruit_basket_202608212032.jpeg,child carrying fruit basket,1376,768,JPEG,7c5c34bae5deb8517d6bb3cd9fe2750c170b7ae3,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_choosing_between_paths_202608212032.jpeg,New folder (4)/Child_choosing_between_paths_202608212032.jpeg,Child_choosing_between_paths_202608212032.jpeg,child choosing between paths,1376,768,JPEG,1eb29d663f21f9adc3fc43761ee81696d0a5f9dd,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_choosing_fruit_over_candy_202608212033.jpeg,New folder (4)/Child_choosing_fruit_over_candy_202608212033.jpeg,Child_choosing_fruit_over_candy_202608212033.jpeg,child choosing fruit over candy,1376,768,JPEG,7a1a1f65e7893942f2e460db3ef1ef805e266de8,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_controlling_cartoon_robot_202608212032.jpeg,New folder (4)/Child_controlling_cartoon_robot_202608212032.jpeg,Child_controlling_cartoon_robot_202608212032.jpeg,child controlling cartoon robot,1376,768,JPEG,8b0145717bdd0f2d3d6ed1b7ee96f966f995aaa9,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_eating_apple_202608212033.jpeg,New folder (4)/Child_eating_apple_202608212033.jpeg,Child_eating_apple_202608212033.jpeg,child eating apple,1376,768,JPEG,e98d62c2c9de53d4e99156aeb9773dc56761f881,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_eating_strawberry_202608212033.jpeg,New folder (4)/Child_eating_strawberry_202608212033.jpeg,Child_eating_strawberry_202608212033.jpeg,child eating strawberry,1376,768,JPEG,d58031869e7bbea96aa8cc67e7984319c9b390ad,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_flexing_muscle_202608212033.jpeg,New folder (4)/Child_flexing_muscle_202608212033.jpeg,Child_flexing_muscle_202608212033.jpeg,child flexing muscle,1376,768,JPEG,5c13203c51d93b73468764c79e297ffb510a4a30,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_giving_thumbs_up_202608212033.jpeg,New folder (4)/Child_giving_thumbs_up_202608212033.jpeg,Child_giving_thumbs_up_202608212033.jpeg,child giving thumbs up,1376,768,JPEG,8eb208df1b90057c12b6693cb48bba482b8b9145,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_handing_toy_to_child_202608212033.jpeg,New folder (4)/Child_handing_toy_to_child_202608212033.jpeg,Child_handing_toy_to_child_202608212033.jpeg,child handing toy to child,1376,768,JPEG,32da4a45e3d73e31810c1575725ec60aa9e5d7bb,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_holding_gift_202608212032.jpeg,New folder (4)/Child_holding_gift_202608212032.jpeg,Child_holding_gift_202608212032.jpeg,child holding gift,1376,768,JPEG,4b2512bdd0f136636e8c60c71d98e4bf0a736838,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_holding_gold_medal_202608212033.jpeg,New folder (4)/Child_holding_gold_medal_202608212033.jpeg,Child_holding_gold_medal_202608212033.jpeg,child holding gold medal,1376,768,JPEG,e54478af4724cac99bbbc9b652a5ad294d7c8e65,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_holding_letter_from_mailbox_202608212034.jpeg,New folder (4)/Child_holding_letter_from_mailbox_202608212034.jpeg,Child_holding_letter_from_mailbox_202608212034.jpeg,child holding letter from mailbox,1376,768,JPEG,a54c681790496ff60cb151abe7ce7802ae04f69e,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_holding_shopping_bags_202608212032.jpeg,New folder (4)/Child_holding_shopping_bags_202608212032.jpeg,Child_holding_shopping_bags_202608212032.jpeg,child holding shopping bags,1376,768,JPEG,6c8ff6cfe22223c8514ad3bbcebcc9f7b1aafbbc,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_jumping_over_puddle_202608212034.jpeg,New folder (4)/Child_jumping_over_puddle_202608212034.jpeg,Child_jumping_over_puddle_202608212034.jpeg,child jumping over puddle,1376,768,JPEG,1100992796072fe978b792f1044ea3c24293bc95,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Child_looking_at_rainbow_202608212034.jpeg,New folder (4)/Child_looking_at_rainbow_202608212034.jpeg,Child_looking_at_rainbow_202608212034.jpeg,child looking at rainbow,1376,768,JPEG,8521d508a5219af81a82c695e378cb038f7fff75,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Hand_spreading_butter_on_toast_202608212034.jpeg,New folder (4)/Hand_spreading_butter_on_toast_202608212034.jpeg,Hand_spreading_butter_on_toast_202608212034.jpeg,hand spreading butter on toast,1376,768,JPEG,0a3f65e874d3afd9d062a8c69e6b64910639fb3a,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Hand_turning_cartoon_turtle_202608212032.jpeg,New folder (4)/Hand_turning_cartoon_turtle_202608212032.jpeg,Hand_turning_cartoon_turtle_202608212032.jpeg,hand turning cartoon turtle,1376,768,JPEG,919cbc3aafecd535fb16b6ad13959a3d864b5dfb,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Hands_demonstrating_skills_202608212033.jpeg,New folder (4)/Hands_demonstrating_skills_202608212033.jpeg,Hands_demonstrating_skills_202608212033.jpeg,hands demonstrating skills,1376,768,JPEG,9828dfb4d7635828bd3a134f9a6caab05e86d133,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Heroes_standing_together_202608212033.jpeg,New folder (4)/Heroes_standing_together_202608212033.jpeg,Heroes_standing_together_202608212033.jpeg,heroes standing together,1376,768,JPEG,633d490aacd31ec9881f7733ab9b21df3fc40b7d,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Honeybee_pollinating_a_flower_202608212033.jpeg,New folder (4)/Honeybee_pollinating_a_flower_202608212033.jpeg,Honeybee_pollinating_a_flower_202608212033.jpeg,honeybee pollinating a flower,1376,768,JPEG,1ae444485d719578e32d1ed6821511eba265e4eb,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Icons_showing_health_tips_202608212033.jpeg,New folder (4)/Icons_showing_health_tips_202608212033.jpeg,Icons_showing_health_tips_202608212033.jpeg,icons showing health tips,1376,768,JPEG,04a83c9eaca7f24eb1f99040f4af822a416d9595,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Ingredients_for_cooking_on_counter_202608212033.jpeg,New folder (4)/Ingredients_for_cooking_on_counter_202608212033.jpeg,Ingredients_for_cooking_on_counter_202608212033.jpeg,ingredients for cooking on counter,1376,768,JPEG,ae599d0ff5c129fb94101b335f15c51287bc161f,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Khamsin_wind_blowing_palm_trees_202608212034.jpeg,New folder (4)/Khamsin_wind_blowing_palm_trees_202608212034.jpeg,Khamsin_wind_blowing_palm_trees_202608212034.jpeg,khamsin wind blowing palm trees,1376,768,JPEG,d130d21a55c40379e16c437ff6fb0bb2029e9e79,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Kid_controlling_toy_car_202608212032.jpeg,New folder (4)/Kid_controlling_toy_car_202608212032.jpeg,Kid_controlling_toy_car_202608212032.jpeg,kid controlling toy car,1376,768,JPEG,c3a11dd8ce34f9e5a3232e78f89bbda61dbc6bc9,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Kids_painting_and_reading_together_202608212032.jpeg,New folder (4)/Kids_painting_and_reading_together_202608212032.jpeg,Kids_painting_and_reading_together_202608212032.jpeg,kids painting and reading together,1376,768,JPEG,2bcf78c04dff73ad852e812d45c8e4db028e17ea,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (4)/Ladybug_sitting_on_green_leaf_202608212033.jpeg,New folder (4)/Ladybug_sitting_on_green_leaf_202608212033.jpeg,Ladybug_sitting_on_green_leaf_202608212033.jpeg,ladybug sitting on green leaf,1376,768,JPEG,cb8993f113e9744a998fcecebff03c2074e37099,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_measuring_weight_loss_illu…_202608212033.jpeg,New folder (5)/Child_measuring_weight_loss_illu…_202608212033.jpeg,Child_measuring_weight_loss_illu…_202608212033.jpeg,child measuring weight loss illu,1376,768,JPEG,acf01d0bdb9378a9ac8ba3e6b27f1e718b2ef074,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_meditating_peacefully_202608212033.jpeg,New folder (5)/Child_meditating_peacefully_202608212033.jpeg,Child_meditating_peacefully_202608212033.jpeg,child meditating peacefully,1376,768,JPEG,8619fae3eb245af7328be2560ee650269f057660,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_opening_colorful_gift_box_202608212033.jpeg,New folder (5)/Child_opening_colorful_gift_box_202608212033.jpeg,Child_opening_colorful_gift_box_202608212033.jpeg,child opening colorful gift box,1376,768,JPEG,9dda529dced5f663e1e2daa24b776c2c39631413,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_playing_doctor_illustration_202608212033.jpeg,New folder (5)/Child_playing_doctor_illustration_202608212033.jpeg,Child_playing_doctor_illustration_202608212033.jpeg,child playing doctor illustration,1376,768,JPEG,cc5b1a39d6d6fab0b994ed70f4fb0bf7d6047111,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_playing_hide_and_seek_202608212033.jpeg,New folder (5)/Child_playing_hide_and_seek_202608212033.jpeg,Child_playing_hide_and_seek_202608212033.jpeg,child playing hide and seek,1376,768,JPEG,116161a32f393b829ce00778411a9144bee4c77c,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_pointing_at_bush_shadow_202608212032.jpeg,New folder (5)/Child_pointing_at_bush_shadow_202608212032.jpeg,Child_pointing_at_bush_shadow_202608212032.jpeg,child pointing at bush shadow,1376,768,JPEG,44584b34916b4ece8144ab4be1f44fcfdecf74bd,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_pointing_at_sign_202608212033.jpeg,New folder (5)/Child_pointing_at_sign_202608212033.jpeg,Child_pointing_at_sign_202608212033.jpeg,child pointing at sign,1376,768,JPEG,4b1a7bb49c73f1183f94bf0e9f66bf4aaba203ee,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_raising_hand_in_classroom_202608212034.jpeg,New folder (5)/Child_raising_hand_in_classroom_202608212034.jpeg,Child_raising_hand_in_classroom_202608212034.jpeg,child raising hand in classroom,1376,768,JPEG,c5369b4426cd1eafa592f29f98c7a870bc023659,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_reaching_cookie_jar_202608212034.jpeg,New folder (5)/Child_reaching_cookie_jar_202608212034.jpeg,Child_reaching_cookie_jar_202608212034.jpeg,child reaching cookie jar,1376,768,JPEG,259ae067dda703c6684235d7923f8aa5f65d5c79,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_reaching_for_cookie_jar_202608212032.jpeg,New folder (5)/Child_reaching_for_cookie_jar_202608212032.jpeg,Child_reaching_for_cookie_jar_202608212032.jpeg,child reaching for cookie jar,1376,768,JPEG,84c02f03d1f88f81d45fdd7d80214a4175171760,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_realizing_with_glowing_lig…_202608212033.jpeg,New folder (5)/Child_realizing_with_glowing_lig…_202608212033.jpeg,Child_realizing_with_glowing_lig…_202608212033.jpeg,child realizing with glowing lig,1376,768,JPEG,ac07cf5075db355fd157271c55f170d6f27505cf,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_riding_bike_first_time_202608212033.jpeg,New folder (5)/Child_riding_bike_first_time_202608212033.jpeg,Child_riding_bike_first_time_202608212033.jpeg,child riding bike first time,1376,768,JPEG,f873bfea1102ae1d8a14ccec5f1a2f324516f467,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_riding_bike_successfully_202608212033.jpeg,New folder (5)/Child_riding_bike_successfully_202608212033.jpeg,Child_riding_bike_successfully_202608212033.jpeg,child riding bike successfully,1376,768,JPEG,1d1aaeade7b6819d5b4f0ba393a4a107deee0069,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_searching_under_bed_202608212033.jpeg,New folder (5)/Child_searching_under_bed_202608212033.jpeg,Child_searching_under_bed_202608212033.jpeg,child searching under bed,1376,768,JPEG,84e1c87c3292186ea8d7a585dfa43ac0a23a6f13,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_showing_drawing_to_teacher_202608212034.jpeg,New folder (5)/Child_showing_drawing_to_teacher_202608212034.jpeg,Child_showing_drawing_to_teacher_202608212034.jpeg,child showing drawing to teacher,1376,768,JPEG,dd174c4b26e3df390aa38ddddae06e41e90e4851,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_showing_knee_bandage_202608212033.jpeg,New folder (5)/Child_showing_knee_bandage_202608212033.jpeg,Child_showing_knee_bandage_202608212033.jpeg,child showing knee bandage,1376,768,JPEG,39d2c508b7eb4f85745afa07f6d3b61c16dfbad4,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Child_sitting_by_pool_202608212034.jpeg,New folder (5)/Child_sitting_by_pool_202608212034.jpeg,Child_sitting_by_pool_202608212034.jpeg,child sitting by pool,1376,768,JPEG,9a5d671e59f392808ca8b40236e8d105f527b95c,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Leader_managing_community_event_…_202608212032.jpeg,New folder (5)/Leader_managing_community_event_…_202608212032.jpeg,Leader_managing_community_event_…_202608212032.jpeg,leader managing community event,1376,768,JPEG,64319d96c05ff8f5f66034db14e0f25b4f5ce789,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Lifeguard_saving_person_in_water_202608212033.jpeg,New folder (5)/Lifeguard_saving_person_in_water_202608212033.jpeg,Lifeguard_saving_person_in_water_202608212033.jpeg,lifeguard saving person in water,1376,768,JPEG,1749041027d26281ba8044802191259dc0e40156,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Liquid_pumped_upwards_in_tube_202608212033.jpeg,New folder (5)/Liquid_pumped_upwards_in_tube_202608212033.jpeg,Liquid_pumped_upwards_in_tube_202608212033.jpeg,liquid pumped upwards in tube,1376,768,JPEG,a7e58673dc60772c8787a473473479e692d717c9,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Locked_gate_preventing_entry_202608212034.jpeg,New folder (5)/Locked_gate_preventing_entry_202608212034.jpeg,Locked_gate_preventing_entry_202608212034.jpeg,locked gate preventing entry,1376,768,JPEG,abad07a719042a62a747fe93e9a5978fb0e36f7a,False
/home/ubuntu/webdev-static-assets/grade5-new-20260821/New folder (5)/Mechanical_pump_moving_water_202608212033.jpeg,New folder (5)/Mechanical_pump_moving_water_202608212033.jpeg,Mechanical_pump_moving_water_202608212033.jpeg,mechanical pump moving water,1376,768,JPEG,8091d8b1da5675967520c11904acc55137eed6b0,False
