image_id,batch,unit_lesson,term_en,translation_ar,suggested_filename,visual_idea_en,generation_prompt_en,status
104,2,U6 LStory,dress,فستان,cartoon-104-dress.png,"a single clear, child-friendly visual that shows the literal meaning of “dress” (فستان)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “dress”. Arabic teaching meaning for interpretation only: “فستان”. Show: a single clear, child-friendly visual that shows the literal meaning of “dress” (فستان).",To generate
105,2,U1 L2,drink,يشرب,cartoon-105-drink.png,"a single clear, child-friendly visual that shows the literal meaning of “drink” (يشرب)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “drink”. Arabic teaching meaning for interpretation only: “يشرب”. Show: a single clear, child-friendly visual that shows the literal meaning of “drink” (يشرب).",To generate
106,2,U1 L2,drink plenty of water,يشرب الكثير من المياه,cartoon-106-drink-plenty-of-water.png,"a single clear, child-friendly visual that shows the literal meaning of “drink plenty of water” (يشرب الكثير من المياه)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “drink plenty of water”. Arabic teaching meaning for interpretation only: “يشرب الكثير من المياه”. Show: a single clear, child-friendly visual that shows the literal meaning of “drink plenty of water” (يشرب الكثير من المياه).",To generate
107,2,U3 L1,during the day,أثناء النهار,cartoon-107-during-the-day.png,a bright daytime scene with sun in the sky and children outdoors,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “during the day”. Arabic teaching meaning for interpretation only: “أثناء النهار”. Show: a bright daytime scene with sun in the sky and children outdoors.",To generate
108,2,U1 L4&5,eating habits,عادات الأكل (الطعام),cartoon-108-eating-habits.png,a child choosing healthy foods including vegetables and water,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “eating habits”. Arabic teaching meaning for interpretation only: “عادات الأكل (الطعام)”. Show: a child choosing healthy foods including vegetables and water.",To generate
109,2,U4 L1,Egyptian Museum,المتحف المصري,cartoon-109-egyptian-museum.png,"a single clear, child-friendly visual that shows the literal meaning of “Egyptian Museum” (المتحف المصري)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “Egyptian Museum”. Arabic teaching meaning for interpretation only: “المتحف المصري”. Show: a single clear, child-friendly visual that shows the literal meaning of “Egyptian Museum” (المتحف المصري).",To generate
110,2,U3 L1,elephant,فيل,cartoon-110-elephant.png,"a single clear, child-friendly visual that shows the literal meaning of “elephant” (فيل)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “elephant”. Arabic teaching meaning for interpretation only: “فيل”. Show: a single clear, child-friendly visual that shows the literal meaning of “elephant” (فيل).",To generate
111,3,U3 L4&5,endangered,مهدد بالانقراض,cartoon-111-endangered.png,a protected animal with a forest ranger watching over it,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “endangered”. Arabic teaching meaning for interpretation only: “مهدد بالانقراض”. Show: a protected animal with a forest ranger watching over it.",To generate
112,3,U1 L2,energy,طاقة,cartoon-112-energy.png,a healthy child running and playing energetically outside,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “energy”. Arabic teaching meaning for interpretation only: “طاقة”. Show: a healthy child running and playing energetically outside.",To generate
113,3,U5 L1,engineer,مهندس,cartoon-113-engineer.png,"a single clear, child-friendly visual that shows the literal meaning of “engineer” (مهندس)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “engineer”. Arabic teaching meaning for interpretation only: “مهندس”. Show: a single clear, child-friendly visual that shows the literal meaning of “engineer” (مهندس).",To generate
114,3,U1 L2,enjoy,يستمتع بـ,cartoon-114-enjoy.png,a smiling child enjoying a book in a cosy reading corner,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “enjoy”. Arabic teaching meaning for interpretation only: “يستمتع بـ”. Show: a smiling child enjoying a book in a cosy reading corner.",To generate
115,3,U1 L2,enjoyed,يستمتع بـ,cartoon-115-enjoyed.png,a smiling child enjoying a book in a cosy reading corner,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “enjoyed”. Arabic teaching meaning for interpretation only: “يستمتع بـ”. Show: a smiling child enjoying a book in a cosy reading corner.",To generate
116,3,U3 L3,enter,يدخل,cartoon-116-enter.png,a child entering a classroom through an open door,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “enter”. Arabic teaching meaning for interpretation only: “يدخل”. Show: a child entering a classroom through an open door.",To generate
117,3,U3 L3,entered,يدخل,cartoon-117-entered.png,a child entering a classroom through an open door,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “entered”. Arabic teaching meaning for interpretation only: “يدخل”. Show: a child entering a classroom through an open door.",To generate
118,3,U5 L4&5,equipment,معدات,cartoon-118-equipment.png,"a single clear, child-friendly visual that shows the literal meaning of “equipment” (معدات)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “equipment”. Arabic teaching meaning for interpretation only: “معدات”. Show: a single clear, child-friendly visual that shows the literal meaning of “equipment” (معدات).",To generate
119,3,U2 L2,especially,على وجه الخصوص,cartoon-119-especially.png,a child pointing excitedly to their favourite item in a group of toys,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “especially”. Arabic teaching meaning for interpretation only: “على وجه الخصوص”. Show: a child pointing excitedly to their favourite item in a group of toys.",To generate
120,3,U2 L2,everywhere,في كل مكان,cartoon-120-everywhere.png,colourful autumn leaves scattered everywhere in a park,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “everywhere”. Arabic teaching meaning for interpretation only: “في كل مكان”. Show: colourful autumn leaves scattered everywhere in a park.",To generate
121,3,U1 L1,excellent,رائع / ممتاز,cartoon-121-excellent.png,"a smiling teacher giving a gold star sticker to a child, no writing","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “excellent”. Arabic teaching meaning for interpretation only: “رائع / ممتاز”. Show: a smiling teacher giving a gold star sticker to a child, no writing.",To generate
122,3,U5 L2,exciting,ممتع,cartoon-122-exciting.png,children excitedly opening a treasure map for a safe adventure,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “exciting”. Arabic teaching meaning for interpretation only: “ممتع”. Show: children excitedly opening a treasure map for a safe adventure.",To generate
123,3,U6 LStory,expensive,غالي الثمن,cartoon-123-expensive.png,a shiny toy displayed behind a shop window with large coins nearby,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “expensive”. Arabic teaching meaning for interpretation only: “غالي الثمن”. Show: a shiny toy displayed behind a shop window with large coins nearby.",To generate
124,3,U6 LStory,experience,تجربة,cartoon-124-experience.png,a child trying a new safe activity such as planting a seed for the first time,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “experience”. Arabic teaching meaning for interpretation only: “تجربة”. Show: a child trying a new safe activity such as planting a seed for the first time.",To generate
125,3,U3 L2,face,يواجه,cartoon-125-face.png,a child facing a small challenge with a calm confident expression,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “face”. Arabic teaching meaning for interpretation only: “يواجه”. Show: a child facing a small challenge with a calm confident expression.",To generate
126,3,U3 L2,faced,يواجه,cartoon-126-faced.png,"a single clear, child-friendly visual that shows the literal meaning of “faced” (يواجه)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “faced”. Arabic teaching meaning for interpretation only: “يواجه”. Show: a single clear, child-friendly visual that shows the literal meaning of “faced” (يواجه).",To generate
127,3,U3 L4&5,facts,حقائق,cartoon-127-facts.png,"a single clear, child-friendly visual that shows the literal meaning of “facts” (حقائق)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “facts”. Arabic teaching meaning for interpretation only: “حقائق”. Show: a single clear, child-friendly visual that shows the literal meaning of “facts” (حقائق).",To generate
128,3,U6 LStory,faded,باهت,cartoon-128-faded.png,"two cloth pieces, one bright and one faded in colour","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “faded”. Arabic teaching meaning for interpretation only: “باهت”. Show: two cloth pieces, one bright and one faded in colour.",To generate
129,3,U5 L2,faraway,بعيد,cartoon-129-faraway.png,a child looking through binoculars toward a faraway mountain,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “faraway”. Arabic teaching meaning for interpretation only: “بعيد”. Show: a child looking through binoculars toward a faraway mountain.",To generate
130,3,U2 L1,feed,يطعم,cartoon-130-feed.png,"a single clear, child-friendly visual that shows the literal meaning of “feed” (يطعم)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “feed”. Arabic teaching meaning for interpretation only: “يطعم”. Show: a single clear, child-friendly visual that shows the literal meaning of “feed” (يطعم).",To generate
131,3,U2 L1,feel,يشعر,cartoon-131-feel.png,a child showing a clear happy feeling with a hand over their heart,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “feel”. Arabic teaching meaning for interpretation only: “يشعر”. Show: a child showing a clear happy feeling with a hand over their heart.",To generate
132,3,U2 L1,felt,يشعر,cartoon-132-felt.png,a child showing a clear happy feeling with a hand over their heart,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “felt”. Arabic teaching meaning for interpretation only: “يشعر”. Show: a child showing a clear happy feeling with a hand over their heart.",To generate
133,3,U2 L2,fewer,أقل (عددًا),cartoon-133-fewer.png,"two simple groups of apples, one group clearly having fewer apples","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “fewer”. Arabic teaching meaning for interpretation only: “أقل (عددًا)”. Show: two simple groups of apples, one group clearly having fewer apples.",To generate
134,3,U5 L3,final,نهائي,cartoon-134-final.png,a child reaching the final step of a simple race,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “final”. Arabic teaching meaning for interpretation only: “نهائي”. Show: a child reaching the final step of a simple race.",To generate
135,3,U1 L1,fire,حريق / نار,cartoon-135-fire.png,"a single clear, child-friendly visual that shows the literal meaning of “fire” (حريق / نار)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “fire”. Arabic teaching meaning for interpretation only: “حريق / نار”. Show: a single clear, child-friendly visual that shows the literal meaning of “fire” (حريق / نار).",To generate
136,3,U5 L4&5,fire station,محطة إطفاء,cartoon-136-fire-station.png,"a single clear, child-friendly visual that shows the literal meaning of “fire station” (محطة إطفاء)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “fire station”. Arabic teaching meaning for interpretation only: “محطة إطفاء”. Show: a single clear, child-friendly visual that shows the literal meaning of “fire station” (محطة إطفاء).",To generate
137,3,U5 L1,firefighter,رجل إطفاء,cartoon-137-firefighter.png,"a single clear, child-friendly visual that shows the literal meaning of “firefighter” (رجل إطفاء)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “firefighter”. Arabic teaching meaning for interpretation only: “رجل إطفاء”. Show: a single clear, child-friendly visual that shows the literal meaning of “firefighter” (رجل إطفاء).",To generate
138,3,U4 L1,first time,أول مرة,cartoon-138-first-time.png,a child proudly trying a bicycle for the first time with a parent nearby,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “first time”. Arabic teaching meaning for interpretation only: “أول مرة”. Show: a child proudly trying a bicycle for the first time with a parent nearby.",To generate
139,3,U3 L4&5,fishing net,شبكة صيد,cartoon-139-fishing-net.png,"a single clear, child-friendly visual that shows the literal meaning of “fishing net” (شبكة صيد)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “fishing net”. Arabic teaching meaning for interpretation only: “شبكة صيد”. Show: a single clear, child-friendly visual that shows the literal meaning of “fishing net” (شبكة صيد).",To generate
140,3,U5 L3,fit,يناسب / يلائم,cartoon-140-fit.png,a child checking that a helmet fits comfortably,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “fit”. Arabic teaching meaning for interpretation only: “يناسب / يلائم”. Show: a child checking that a helmet fits comfortably.",To generate
141,3,U2 L2,fix,يصلح,cartoon-141-fix.png,"a single clear, child-friendly visual that shows the literal meaning of “fix” (يصلح)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “fix”. Arabic teaching meaning for interpretation only: “يصلح”. Show: a single clear, child-friendly visual that shows the literal meaning of “fix” (يصلح).",To generate
142,3,U2 L2,fixed,يصلح,cartoon-142-fixed.png,a carpenter fixing a small wooden chair with simple tools,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “fixed”. Arabic teaching meaning for interpretation only: “يصلح”. Show: a carpenter fixing a small wooden chair with simple tools.",To generate
143,3,U3 L3,fluffy tail,ذيل كثيف,cartoon-143-fluffy-tail.png,a fox with a large fluffy tail in a forest,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “fluffy tail”. Arabic teaching meaning for interpretation only: “ذيل كثيف”. Show: a fox with a large fluffy tail in a forest.",To generate
144,3,U1 L2,follow,يتبع,cartoon-144-follow.png,a child following a parent along a safe path,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “follow”. Arabic teaching meaning for interpretation only: “يتبع”. Show: a child following a parent along a safe path.",To generate
145,3,U1 L2,followed,يتبع,cartoon-145-followed.png,a child following a parent along a safe path,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “followed”. Arabic teaching meaning for interpretation only: “يتبع”. Show: a child following a parent along a safe path.",To generate
146,3,U3 L3,footprints,آثار الأقدام,cartoon-146-footprints.png,"a single clear, child-friendly visual that shows the literal meaning of “footprints” (آثار الأقدام)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “footprints”. Arabic teaching meaning for interpretation only: “آثار الأقدام”. Show: a single clear, child-friendly visual that shows the literal meaning of “footprints” (آثار الأقدام).",To generate
147,3,U1 L2,for breakfast,في وجبة الإفطار,cartoon-147-for-breakfast.png,"a single clear, child-friendly visual that shows the literal meaning of “for breakfast” (في وجبة الإفطار)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “for breakfast”. Arabic teaching meaning for interpretation only: “في وجبة الإفطار”. Show: a single clear, child-friendly visual that shows the literal meaning of “for breakfast” (في وجبة الإفطار).",To generate
148,3,U1 L3,for free,مجانًا,cartoon-148-for-free.png,"a kind librarian giving a child a book for free, no signs or text","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “for free”. Arabic teaching meaning for interpretation only: “مجانًا”. Show: a kind librarian giving a child a book for free, no signs or text.",To generate
149,3,U2 L3,for special events,للمناسبات الخاصة,cartoon-149-for-special-events.png,a family wearing festive clothes for a special celebration,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “for special events”. Arabic teaching meaning for interpretation only: “للمناسبات الخاصة”. Show: a family wearing festive clothes for a special celebration.",To generate
150,3,U3 L1,forest guide,مرشد في الغابة,cartoon-150-forest-guide.png,"a single clear, child-friendly visual that shows the literal meaning of “forest guide” (مرشد في الغابة)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “forest guide”. Arabic teaching meaning for interpretation only: “مرشد في الغابة”. Show: a single clear, child-friendly visual that shows the literal meaning of “forest guide” (مرشد في الغابة).",To generate
151,3,U3 L2,forest officer,حارس الغابة,cartoon-151-forest-officer.png,"a single clear, child-friendly visual that shows the literal meaning of “forest officer” (حارس الغابة)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “forest officer”. Arabic teaching meaning for interpretation only: “حارس الغابة”. Show: a single clear, child-friendly visual that shows the literal meaning of “forest officer” (حارس الغابة).",To generate
152,3,U3 L1,forest park,منتزه الغابة/غابة مخصصة للتنزه,cartoon-152-forest-park.png,"a single clear, child-friendly visual that shows the literal meaning of “forest park” (منتزه الغابة/غابة مخصصة للتنزه)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “forest park”. Arabic teaching meaning for interpretation only: “منتزه الغابة/غابة مخصصة للتنزه”. Show: a single clear, child-friendly visual that shows the literal meaning of “forest park” (منتزه الغابة/غابة مخصصة للتنزه).",To generate
